Time,No. Steps,Total Reward,Episode Length
0.04208183288574219,5495,273.10000000000304,468
0.039580583572387695,23312,197.2000000000001,40
0.025074481964111328,41031,157.85000000000005,32
0.04615187644958496,58667,160.55000000000007,32
0.025189638137817383,75407,140.35000000000002,27
0.024979591369628906,92490,148.55000000000004,28
0.041121482849121094,109779,151.85000000000002,30
0.040125370025634766,127263,151.85000000000002,30
0.027248620986938477,144261,140.35000000000002,27
0.04206228256225586,165719,194.3500000000027,437
0.02655196189880371,182828,140.35000000000002,27
0.048797607421875,204970,295.5500000000029,471
0.02563023567199707,221839,140.35000000000002,27
0.04234170913696289,243610,312.75000000000273,439
0.03021526336669922,260600,140.35000000000002,27
0.025844335556030273,277513,140.35000000000002,27
0.04302573204040527,299096,294.3000000000026,432
0.02518010139465332,315955,140.35000000000002,27
0.04216766357421875,337852,299.3500000000027,448
0.04243135452270508,359687,313.2500000000027,454
0.04256725311279297,381091,186.70000000000272,427
0.042816162109375,402534,184.4000000000027,426
0.04313945770263672,424102,199.70000000000272,443
0.025712966918945312,440858,140.35000000000002,27
0.04218482971191406,459808,998.8999999999999,208
0.050248146057128906,481700,376.70000000000266,458
0.04115438461303711,499803,987.4499999999996,139
0.060370683670043945,521637,376.70000000000266,458
0.04833245277404785,543373,376.70000000000266,458
0.05044436454772949,565063,376.70000000000266,458
0.04917597770690918,586990,376.70000000000266,458
0.024137258529663086,605464,991.4499999999998,193
0.031194686889648438,623080,495.40000000000003,106
0.04307436943054199,645159,376.70000000000266,458
0.04314374923706055,667257,376.70000000000266,458
0.04121112823486328,690127,514.9999999999893,508
0.04275655746459961,710953,1825.000000000001,305
0.049401283264160156,735213,1455.9499999999891,610
0.04792022705078125,754836,1151.9,211
0.04986906051635742,774020,1324.3499999999995,186
0.043537139892578125,799677,1419.7499999999866,691
0.042464494705200195,824195,1410.9499999999898,596
0.0427403450012207,848629,1411.3499999999897,597
0.04559731483459473,873045,1343.7999999999897,585
0.042412519454956055,897581,1403.34999999999,596
0.04691767692565918,916958,1145.35,161
0.0452570915222168,942378,1665.3999999999892,659
0.04196596145629883,966879,1405.9499999999898,593
0.027579784393310547,987313,1619.5999999999997,253
0.031812191009521484,1010556,2593.249999999997,468
0.04372239112854004,1034898,1408.5499999999897,595
0.04211926460266113,1059454,1407.5999999999897,595
0.01884317398071289,1082663,2604.0499999999965,475
0.041754722595214844,1108169,1930.4499999999903,665
0.042223453521728516,1133362,1670.5499999999893,645
0.04565286636352539,1153803,1633.2499999999998,239
0.041559457778930664,1178720,1496.2999999999897,606
0.04138684272766113,1203527,1506.2499999999898,607
0.043442487716674805,1227929,1506.2499999999898,607
0.018929719924926758,1248740,2642.7500000000005,295
0.04262256622314453,1274381,2058.500000000045,680
0.04376626014709473,1299267,1671.1499999999896,634
0.041314125061035156,1323925,1493.2999999999897,606
0.0501101016998291,1345615,2615.5500000000097,366
0.023329973220825195,1366788,2686.000000000002,301
0.0307009220123291,1387782,2664.550000000001,299
0.04143190383911133,1412485,1503.3999999999896,607
0.01830458641052246,1433357,2634.1000000000017,282
0.018688201904296875,1454051,2634.1000000000017,282
0.01903557777404785,1475046,2634.1000000000017,282
0.019496679306030273,1495742,2639.1000000000017,282
0.03095221519470215,1516363,2635.050000000001,283
0.034026384353637695,1536932,2637.0000000000014,283
0.03861403465270996,1557393,2641.900000000002,282
0.018638134002685547,1578084,2639.1000000000017,282
0.01853203773498535,1598809,2634.2500000000014,283
0.020807266235351562,1619536,2634.2500000000014,283
0.04201650619506836,1644568,1900.899999999991,653
0.0431370735168457,1665180,2622.850000000002,270
0.04746508598327637,1685627,2622.850000000002,270
0.04195404052734375,1706115,2622.850000000002,270
0.05048370361328125,1731166,1910.9999999999911,654
0.04207491874694824,1751593,2622.850000000002,270
0.04241609573364258,1772116,2622.850000000002,270
0.04064226150512695,1792557,2622.850000000002,270
0.04263591766357422,1813040,2622.850000000002,270
0.019235849380493164,1833067,2631.900000000002,279
0.04638361930847168,1853653,2622.850000000002,270
0.04102516174316406,1874120,2622.850000000002,270
0.04361319541931152,1894679,2622.850000000002,270
0.04453706741333008,1915296,2622.850000000002,270
0.04223322868347168,1935843,2622.850000000002,270
0.04094290733337402,1956350,2622.850000000002,270
0.04027223587036133,1976824,2622.850000000002,270
0.04163551330566406,1997449,2622.850000000002,270
0.04849958419799805,2018054,2622.850000000002,270
0.04089069366455078,2038665,2622.850000000002,270
0.0464935302734375,2059172,2622.850000000002,270
0.04218268394470215,2079700,2622.850000000002,270
0.040715932846069336,2100152,2622.850000000002,270
0.04169607162475586,2120770,2622.850000000002,270
0.042105913162231445,2141410,2622.850000000002,270
